gia,khoang_gia_min,khoang_gia_max,thuong_hieu,dong_xe,so_km_da_di,loai_xe,dung_tich_xe,xuat_xu,tuoi_xe,phan_khuc,gia_predict,resid,resid_z,vi_pham_minmax,ngoai_khoang_tin_cay,iso_score,score,is_anomaly
60.0,47.19,55.39,Honda,Vario,56000,Tay ga,100 - 175 cc,Nước khác,9,trung_cap,43.2409,16.759099999999997,2.98397176576453,1,1,1,179.35887063058118,1
75.0,16.31,19.14,Honda,Wave,851,Xe số,100 - 175 cc,Đang cập nhật,1,trung_cap,58.270999999999994,16.729000000000006,2.978600189290737,1,1,1,179.14400757162946,1
15.5,14.31,16.8,Honda,Wave,30000,Xe số,100 - 175 cc,Việt Nam,3,trung_cap,37.75385952380952,-22.253859523809517,-3.978190877132117,0,0,1,179.12763508528468,1
57.0,58.13,68.25,Honda,SH,47000,Tay ga,100 - 175 cc,Việt Nam,7,trung_cap,73.59775,-16.597750000000005,-2.9688146362251495,1,1,1,178.75258544900595,1
1.234567,13.61,15.98,Yamaha,Exciter,123456,Tay côn/Moto,100 - 175 cc,Việt Nam,11,pho_thong,12.514499999999998,-11.279932999999998,-2.964375584421977,1,1,1,178.57502337687907,1
25.5,14.53,17.05,Hãng khác,Dòng khác,50,Tay côn/Moto,100 - 175 cc,Đang cập nhật,17,pho_thong,10.191500000000003,15.308499999999997,3.4544842275478196,1,0,1,178.17936910191278,1
65.0,11.52,13.52,Honda,Wave,2500,Xe số,100 - 175 cc,Việt Nam,21,trung_cap,48.43600000000002,16.56399999999998,2.9491546704144507,1,1,1,177.96618681657802,1
72.0,28.0,32.86,Honda,Vision,7000,Tay ga,100 - 175 cc,Việt Nam,2,trung_cap,55.54200000000001,16.45799999999999,2.9302381552575687,1,1,1,177.20952621030276,1
6.3,9.16,10.76,Honda,Dòng khác,50000,Tay côn/Moto,Trên 175 cc,Nhật Bản,25,trung_cap,25.153333313333327,-18.853333313333327,-3.3713408242844363,1,0,1,174.85363297137746,1
9.1,10.03,11.77,Honda,Wave,10000,Xe số,100 - 175 cc,Thái Lan,22,trung_cap,27.903014285714285,-18.803014285714283,-3.3623610068444805,1,0,1,174.49444027377922,1
1.58,164.68,193.32,Kawasaki,Khác,15000,Tay côn/Moto,Trên 175 cc,Thái Lan,2,trung_cap,46.8880099,-45.3080099,-2.8547561680239673,1,1,1,174.1902467209587,1
16.9,26.31,30.89,Yamaha,Khác,1000,Tay côn/Moto,100 - 175 cc,Nhật Bản,6,pho_thong,29.61180000000002,-12.711800000000022,-3.3341771736243833,1,0,1,173.36708694497534,1
13.5,26.94,31.63,Honda,Future,99999,Xe số,100 - 175 cc,Thái Lan,17,trung_cap,31.941000000000003,-18.441000000000003,-3.297756773611247,1,0,1,171.91027094444988,1
75.0,69.11,81.13,Honda,Click,16000,Tay ga,100 - 175 cc,Thái Lan,3,trung_cap,56.489,18.511000000000003,3.296611793154579,0,1,1,171.86447172618315,1
48.5,38.25,44.9,Yamaha,Exciter,2511,Tay côn/Moto,100 - 175 cc,Thái Lan,18,pho_thong,37.59400055,10.905999450000003,2.7654813631486426,1,1,1,170.61925452594568,1
75.0,111.75,131.19,Honda,SH,9000,Tay ga,100 - 175 cc,Nước khác,14,trung_cap,59.46945677999998,15.53054322000002,2.7647263605762076,1,1,1,170.5890544230483,1
50.0,28.41,33.35,Piaggio,GTS,43000,Tay ga,100 - 175 cc,Nước khác,17,pho_thong,35.91110000000002,14.088899999999981,2.7610959376479554,1,1,1,170.4438375059182,1
10.0,9.2,10.8,SYM,Khác,486,Tay côn/Moto,100 - 175 cc,Đài Loan,14,pho_thong,18.72733333333333,-8.72733333333333,-4.259490482846286,0,0,0,170.37961931385146,1
67.0,38.82,45.57,Honda,SH,40000,Tay ga,Trên 175 cc,Đang cập nhật,10,trung_cap,51.535,15.465000000000003,2.753029668929403,1,1,1,170.1211867571761,1
26.0,10.08,11.83,Honda,Wave,20000,Xe số,100 - 175 cc,Việt Nam,22,trung_cap,7.77599999999999,18.22400000000001,3.245394436078866,1,0,1,169.81577744315464,1
60.5,66.3,77.83,Honda,SH,36000,Tay ga,100 - 175 cc,Việt Nam,5,trung_cap,75.82833333333332,-15.328333333333319,-2.742277470042116,1,1,1,169.69109880168463,1
35.0,40.12,47.1,Yamaha,Exciter,62500,Tay côn/Moto,100 - 175 cc,Việt Nam,16,pho_thong,22.278000000000002,12.721999999999998,3.234491326631585,1,0,1,169.37965306526343,1
75.0,28.0,32.86,Honda,Vision,4000,Tay ga,100 - 175 cc,Việt Nam,2,trung_cap,59.668,15.332,2.729294796138218,1,1,1,169.1717918455287,1
12.345678,45.34,53.22,Piaggio,Vespa,5000,Tay ga,100 - 175 cc,Nước khác,3,pho_thong,27.856666120000003,-15.510988120000004,-3.213661112589014,1,0,1,168.54644450356056,1
45.6,13.06,15.34,Suzuki,Khác,50,Tay ga,100 - 175 cc,Nhật Bản,24,pho_thong,33.72099999999996,11.87900000000004,2.692846578470069,1,1,1,167.71386313880274,1
2.25,172.31,202.28,Kawasaki,Khác,7000,Tay côn/Moto,Trên 175 cc,Nhật Bản,9,trung_cap,45.0574,-42.8074,-2.666946201604951,1,1,1,166.67784806419803,1
19.0,19.09,22.41,Honda,CB,99999,Tay côn/Moto,Trên 175 cc,Đang cập nhật,27,trung_cap,36.689999990000004,-17.689999990000004,-3.1637350465170493,1,0,1,166.54940186068197,1
0.08,40.64,47.7,Yamaha,Dòng khác,24000,Tay côn/Moto,Trên 175 cc,Nhật Bản,7,pho_thong,12.124600000000003,-12.044600000000003,-3.1618625520039054,1,1,0,166.4745020801562,1
49.0,14.53,17.05,Piaggio,Khác,7283,Tay ga,100 - 175 cc,Việt Nam,6,pho_thong,32.948000000000015,16.051999999999985,3.1573489747462666,1,1,0,166.29395898985067,1
55.0,62.14,72.95,Honda,SH,39000,Tay ga,100 - 175 cc,Đang cập nhật,6,trung_cap,69.75500000000001,-14.75500000000001,-2.6399617276841316,1,1,1,165.59846910736528,1
1.0,36.71,43.1,Honda,Air Blade,4000,Tay ga,100 - 175 cc,Việt Nam,2,trung_cap,15.741999999999994,-14.741999999999994,-2.6376417777120578,1,1,1,165.50567110848232,1
68.8,14.27,16.76,Honda,Wave,1500,Xe số,100 - 175 cc,Thái Lan,2,trung_cap,54.05200000000006,14.747999999999934,2.6250755050851846,1,1,1,165.00302020340737,1
40.0,12.59,14.78,Honda,Air Blade,34000,Tay ga,100 - 175 cc,Thái Lan,15,trung_cap,22.526857142857136,17.473142857142864,3.111398204724981,1,0,1,164.45592818899922,1
5.5e-05,41.61,48.85,Yamaha,Exciter,10,Tay côn/Moto,100 - 175 cc,Đang cập nhật,15,pho_thong,11.835036299999988,-11.834981299999988,-3.107725311333825,1,1,0,164.30901245335298,1
8.0,22.73,26.69,Honda,Wave,20000,Xe số,100 - 175 cc,Thái Lan,26,trung_cap,25.237555550000007,-17.237555550000007,-3.0829928568292395,1,0,1,163.31971427316958,1
50.5,13.94,16.37,Honda,Future,16000,Xe số,100 - 175 cc,Đang cập nhật,24,trung_cap,36.001,14.499000000000002,2.5806395402355355,1,1,1,163.22558160942143,1
0.86,42.32,49.68,Honda,SH Mode,100000,Tay ga,100 - 175 cc,Việt Nam,5,trung_cap,15.276124009999984,-14.416124009999985,-2.5794867012582867,1,1,1,163.17946805033145,1
64.999999,43.42,50.97,Honda,Click,25000,Xe số,100 - 175 cc,Thái Lan,10,trung_cap,50.591499369999994,14.408499630000009,2.564489053246776,1,1,1,162.57956212987102,1
55.0,36.71,43.09,Honda,SH,63000,Tay ga,100 - 175 cc,Việt Nam,11,trung_cap,40.655,14.344999999999999,2.5531570559510053,1,1,1,162.1262822380402,1
30.0,14.31,16.8,Honda,Wave,5000,Xe số,50 - 100 cc,Nhật Bản,3,trung_cap,13.019999999999998,16.980000000000004,3.0233930695207167,1,0,1,160.93572278082866,1
60.0,50.14,58.86,Honda,Vario,51000,Tay ga,100 - 175 cc,Ấn Độ,8,trung_cap,45.82677775000001,14.173222249999988,2.5225019954652446,1,1,1,160.90007981860975,1
70.0,65.28,76.63,Honda,SH,100000,Tay ga,100 - 175 cc,Nhật Bản,16,trung_cap,53.11945678,16.88054322,3.005644242291236,0,1,1,160.22576969164945,1
15.0,19.81,23.26,Yamaha,Exciter,80000,Tay côn/Moto,100 - 175 cc,Việt Nam,6,pho_thong,26.396000000000004,-11.396000000000004,-2.99435166533868,1,0,1,159.7740666135472,1
46.0,15.9,18.67,Honda,Dream,6789,Xe số,100 - 175 cc,Thái Lan,28,trung_cap,32.086000000000006,13.913999999999994,2.4762417914923534,1,1,1,159.04967165969413,1
1.5e-05,14.95,17.54,Yamaha,Exciter,100000,Tay côn/Moto,100 - 175 cc,Việt Nam,9,pho_thong,9.309077267857147,-9.309062267857147,-2.4553680237624156,1,1,1,158.21472095049663,1
68.0,40.73,47.82,Honda,SH,49000,Tay ga,100 - 175 cc,Nước khác,17,trung_cap,54.312666666666644,13.687333333333356,2.435791381722921,1,1,1,157.4316552689168,1
60.0,26.52,31.14,Honda,Future,99999,Xe số,100 - 175 cc,Nhật Bản,16,trung_cap,46.355,13.645000000000003,2.4282366728395077,1,1,1,157.1294669135803,1
32.0,17.23,20.23,Piaggio,Vespa,123456,Tay ga,100 - 175 cc,Đang cập nhật,11,pho_thong,17.17006912,14.82993088,2.9106735122919574,1,0,1,156.4269404916783,1
22.0,14.53,17.05,Hãng khác,Khác,100,Tay côn/Moto,Trên 175 cc,Việt Nam,1,pho_thong,36.91802720000001,-14.918027200000012,-2.910026620846623,1,0,1,156.40106483386492,1
32.0,14.53,17.05,Yamaha,Khác,25000,Tay ga,100 - 175 cc,Thái Lan,6,pho_thong,18.624000000000002,13.375999999999998,3.4033968460257538,1,0,0,156.13587384103016,1
75.0,98.4,115.51,Honda,SH,30000,Tay ga,100 - 175 cc,Việt Nam,15,trung_cap,61.523,13.476999999999997,2.398255780892747,1,1,1,155.93023123570987,1
10.0,13.66,16.04,Yamaha,Exciter,12345,Tay côn/Moto,100 - 175 cc,Nước khác,13,pho_thong,22.940040000000003,-12.940040000000003,-3.393123650301022,1,0,0,155.72494601204087,1
6.8,14.53,17.05,SYM,Khác,10000,Tay côn/Moto,100 - 175 cc,Việt Nam,4,pho_thong,13.82849999999999,-7.0284999999999895,-3.388421637591483,1,0,0,155.53686550365933,1
45.0,41.94,49.23,Yamaha,Exciter,100,Xe số,100 - 175 cc,Thái Lan,19,pho_thong,33.658500000000004,11.341499999999996,2.877956052130592,0,1,1,155.11824208522367,1
0.034,26.35,30.93,Yamaha,Exciter,15000,Tay côn/Moto,100 - 175 cc,Nước khác,4,pho_thong,10.933440000000004,-10.899440000000004,-2.866107437952796,1,1,0,154.64429751811184,1
32.5,39.79,46.71,Piaggio,GTS,75000,Tay ga,100 - 175 cc,Nước khác,13,pho_thong,17.89134567,14.60865433,2.866008693904644,1,0,1,154.64034775618575,1
35.0,32.2,37.8,Hãng khác,Khác,10000,Tay côn/Moto,Trên 175 cc,Đang cập nhật,8,pho_thong,51.913824700000006,-16.913824700000006,-3.3302626193753744,0,0,1,153.21050477501498,1
20.0,38.25,44.9,Yamaha,Exciter,100000,Xe số,100 - 175 cc,Thái Lan,18,pho_thong,30.745999960000002,-10.745999960000002,-2.826479196894597,1,0,1,153.05916787578388,1
60.0,62.14,72.95,Honda,SH,8900,Tay ga,100 - 175 cc,Việt Nam,6,trung_cap,72.90700000000001,-12.90700000000001,-2.310171916269777,1,1,1,152.40687665079108,1
73.0,44.59,52.35,Honda,SH,99999,Tay ga,Trên 175 cc,Nhật Bản,9,trung_cap,60.11765333333333,12.88234666666667,2.2921353205805635,1,1,1,151.68541282322255,1
1.8,6.89,8.08,SYM,Shark,30000,Tay ga,100 - 175 cc,Đài Loan,15,pho_thong,7.653173809523809,-5.853173809523809,-2.785778631095373,1,1,0,151.4311452438149,1
30.0,35.34,41.48,Honda,Vario,2600,Tay ga,100 - 175 cc,Ấn Độ,2,trung_cap,45.48699998000001,-15.486999980000007,-2.7705927533115724,1,0,1,150.8237101324629,1
10.0,14.53,17.05,Suzuki,Raider,100000,Tay côn/Moto,100 - 175 cc,Việt Nam,0,pho_thong,22.455366666666674,-12.455366666666674,-2.7680217714684097,1,0,1,150.7208708587364,1
2.9,3.24,3.8,SYM,Attila,0,Tay ga,100 - 175 cc,Nhật Bản,0,pho_thong,8.67729999999999,-5.77729999999999,-2.746874690167091,1,1,0,149.87498760668362,1
25.0,12.7,14.9,SYM,Attila,2154,Tay ga,50 - 100 cc,Đang cập nhật,1,pho_thong,19.14192797,5.858072029999999,3.2191078929480303,1,0,0,148.76431571792122,1
70.0,111.87,131.33,Honda,SH,35000,Tay ga,100 - 175 cc,Nước khác,14,trung_cap,57.62339491999999,12.376605080000012,2.201881845206541,1,1,1,148.07527380826164,1
49.0,6.24,7.32,Hãng khác,Dòng khác,33820,Tay côn/Moto,100 - 175 cc,Nước khác,8,pho_thong,37.356,11.643999999999998,2.6828854974118146,1,1,0,147.31541989647258,1
4.4,18.33,21.52,Yamaha,Mio,12345,Tay ga,100 - 175 cc,Nhật Bản,4,pho_thong,14.51944444,-10.119444439999999,-2.664661634914652,1,1,0,146.58646539658608,1
46.8,6.56,7.7,Honda,Dream,86863,Xe số,100 - 175 cc,Nhật Bản,0,trung_cap,34.67100000000004,12.128999999999955,2.157694814558026,1,1,1,146.30779258232104,1
1.8,3.42,4.02,SYM,Elegant,20000,Xe số,100 - 175 cc,Việt Nam,15,pho_thong,7.351,-5.551,-2.630840423701192,1,1,0,145.23361694804768,1
40.0,29.51,34.64,Yamaha,Exciter,100,Tay côn/Moto,100 - 175 cc,Nhật Bản,1,pho_thong,27.726999990000003,12.273000009999997,3.1185302004558566,1,0,0,144.74120801823426,1
45.0,8.52,10.0,Honda,Cub,30000,Xe số,50 - 100 cc,Nhật Bản,29,trung_cap,33.13400000000001,11.865999999999993,2.1107604420461414,1,1,1,144.43041768184565,1
18.0,78.55,92.21,Honda,SH,100000,Tay ga,100 - 175 cc,Nhật Bản,0,trung_cap,32.534000000000006,-14.534000000000006,-2.6005225781589294,1,0,1,144.02090312635718,1
1.0,11.52,13.52,Honda,Wave,100000,Xe số,50 - 100 cc,Việt Nam,21,trung_cap,12.54083333333332,-11.54083333333332,-2.066368968563832,1,1,1,142.65475874255327,1
35.0,70.52,82.79,Yamaha,Dòng khác,4800,Xe số,100 - 175 cc,Đang cập nhật,1,pho_thong,22.97,12.030000000000001,3.055771725070784,1,0,0,142.23086900283135,1
12.0,33.69,39.55,Honda,SH,100000,Tay ga,100 - 175 cc,Nước khác,18,trung_cap,26.278000000000002,-14.278000000000002,-2.5548374094781523,1,0,1,142.1934963791261,1
8.0,12.98,15.24,Honda,Future,10000,Xe số,100 - 175 cc,Việt Nam,10,trung_cap,25.078399989999998,-17.078399989999998,-3.0545903232156304,1,0,0,142.18361292862522,1
50.9,42.81,50.25,Yamaha,Exciter,50000,Xe số,100 - 175 cc,Việt Nam,19,pho_thong,42.749000000000024,8.150999999999975,2.0539605481136225,1,1,1,142.15842192454488,1
66.0,33.66,39.52,Honda,Dòng khác,11000,Tay ga,100 - 175 cc,Thái Lan,6,trung_cap,54.452600000000004,11.547399999999996,2.0539038219613945,1,1,1,142.15615287845577,1
1.0,38.07,44.69,Honda,Air Blade,12399,Tay ga,100 - 175 cc,Thái Lan,0,trung_cap,12.458,-11.458,-2.051586723228974,1,1,1,142.06346892915894,1
59.0,55.9,65.62,Honda,SH,50000,Tay ga,100 - 175 cc,Nhật Bản,8,trung_cap,44.67620666666664,14.323793333333363,2.5493725632016995,0,1,1,141.97490252806796,1
0.0405,33.65,39.5,Honda,Air Blade,12000,Tay ga,100 - 175 cc,Việt Nam,3,trung_cap,14.269540000000006,-14.229040000000007,-2.5461001209679543,1,1,0,141.84400483871818,1
69.0,9.87,11.59,Honda,Dream,39000,Xe số,50 - 100 cc,Thái Lan,25,trung_cap,57.54,11.46,2.038306619841474,1,1,1,141.53226479365898,1
58.0,51.28,60.19,Honda,Vario,40000,Tay ga,100 - 175 cc,Đang cập nhật,8,trung_cap,43.748546999999974,14.251453000000026,2.5364628744096795,0,1,1,141.45851497638716,1
45.0,9.46,11.11,Honda,Cub,5379,Xe số,50 - 100 cc,Nhật Bản,7,trung_cap,30.776999999999997,14.223000000000003,2.5313852177515734,1,1,0,141.25540871006294,1
38.0,22.36,26.25,Yamaha,Exciter,8500,Tay côn/Moto,100 - 175 cc,Nước khác,5,pho_thong,26.09708000000001,11.902919999999991,3.0229513681829974,1,0,0,140.9180547273199,1
45.0,24.84,29.16,Honda,Spacy,50000,Tay ga,100 - 175 cc,Nhật Bản,21,trung_cap,33.679,11.320999999999998,2.0135010009093333,1,1,1,140.5400400363733,1
50.0,12.42,14.58,Honda,Dylan,20000,Tay ga,100 - 175 cc,Nước khác,17,trung_cap,35.95,14.049999999999997,2.5005120373540164,1,1,0,140.02048149416063,1
26.0,23.92,28.08,Hãng khác,Khác,19788,Tay côn/Moto,100 - 175 cc,Đức,9,pho_thong,41.28518000000001,-15.285180000000011,-2.987334475737025,0,0,1,139.493379029481,1
53.5,37.76,44.33,Honda,Air Blade,549,Tay ga,100 - 175 cc,Việt Nam,0,trung_cap,42.32800000000001,11.17199999999999,1.9869108050755986,1,1,1,139.47643220302396,1
5.3,15.94,18.72,Yamaha,Exciter,30000,Tay côn/Moto,100 - 175 cc,Nhật Bản,14,pho_thong,16.614999999999984,-11.314999999999984,-2.9734321744045347,1,0,0,138.93728697618138,1
2.1,23.37,27.43,Suzuki,GSX,16000,Tay côn/Moto,Trên 175 cc,Đang cập nhật,7,pho_thong,13.236970000000001,-11.136970000000002,-2.472160747909229,1,1,0,138.88642991636914,1
75.0,54.16,63.59,Honda,CB,50000,Tay côn/Moto,Trên 175 cc,Đang cập nhật,12,trung_cap,63.9920025,11.007997500000002,1.957643297745253,1,1,1,138.3057319098101,1
25.0,10.26,12.04,SYM,Wolf,13000,Tay côn/Moto,100 - 175 cc,Trung Quốc,15,pho_thong,19.653800000000004,5.346199999999996,2.95664790388279,1,0,0,138.2659161553116,1
3.0,9.81,11.51,Piaggio,Liberty,60000,Tay ga,100 - 175 cc,Đức,10,pho_thong,14.732999999999999,-11.732999999999999,-2.4510717046773753,1,1,0,138.04286818709502,1
9.0,14.53,17.05,Daelim,Khác,30000,Tay côn/Moto,100 - 175 cc,Đang cập nhật,27,pho_thong,20.975999999999996,-11.975999999999996,-2.4507202568855306,1,0,1,138.02881027542122,1
69.0,44.64,52.4,Honda,SH,600,Tay ga,100 - 175 cc,Nước khác,19,trung_cap,58.065999999999995,10.934000000000005,1.944437874817692,1,1,1,137.77751499270767,1
20.0,3.68,4.32,Hãng khác,Dòng khác,90000,Tay ga,100 - 175 cc,Thái Lan,15,pho_thong,9.550599989999997,10.449400010000003,2.4313499986249454,1,0,1,137.25399994499782,1
